ID,X_mm,Y_mm,Intensity,Classification
d5db704e-bf19-4e79-8560-405a031b2d14,-8.4,3,0.928,destructive
427cf8c5-94f6-4355-bbde-bb68276a1d07,-8.2,3,0.7428,destructive
ded477b1-f2c7-4a48-8148-15ced5e835d7,-7.2,3,0.332,destructive
6559fd57-4e3d-4ec6-b0a2-2e093a2e52df,-7,3,0.3442,destructive
de0f2aef-c654-4a0a-b160-17120564671c,-6.2,3,0.3337,destructive
144d0178-6725-458b-aae7-30056be27601,-6,3,0.3744,destructive
4ba8188a-1088-4b25-b0bc-26c77a5b2dcd,-5.6,3,0.3159,constructive
11db999d-a952-475c-8eed-648f57238809,-5.4,3,0.5906,constructive
18832986-1aac-4493-add5-f56baf050ab9,-5.2,3,0.4852,constructive
2dfad0a9-4d42-4938-803f-c0e7cc3f76b4,-4.8,3,0.4029,destructive
d3f8a955-e2ef-4d17-b24b-80570a215bc6,-4.6,3,0.6218,destructive
8d1a6d47-3871-4022-a8a8-3f99ad5a2f4e,-4.4,3,0.5518,destructive
23c76da0-d2bc-4a02-8540-8093ab839726,-4.2,3,0.3804,destructive
9c7586e8-c3a7-4cda-b0c6-faac60078b17,-4,3,0.3384,destructive
2d7d8ca3-ac00-4820-82af-c21905562d94,-3.8,3,0.4891,destructive
327d6417-8a83-40fd-b6a0-01a0596d37d8,-3.6,3,0.6766,destructive
bfb67c37-03aa-4baf-a1ee-bb9695da3f91,-3.4,3,0.6644,destructive
c8d398db-3a13-4434-b9b8-a2d8aa78b991,-3.2,3,0.3404,destructive
c277a268-7d94-40ab-bff7-6b08977e1322,-2.8,3,0.6516,constructive
8c72b2ab-4cc5-466b-bd35-e9061deb6a8b,-2.6,3,0.8388,constructive
ecaba1c4-0c26-4caa-9c67-228ca26e52fc,-2.4,3,0.7036,constructive
305e4caf-d68a-4268-81f3-07da195af9e6,-2.2,3,0.391,constructive
fc042830-703e-4e00-b19c-88a264f4612a,-1.2,3,0.3236,constructive
31f63b8d-8435-4494-bcfe-ea91195b6d0e,-1,3,0.3204,constructive
f40259f7-e2ec-445f-85aa-d7ec6f92c096,1,3,0.3204,constructive
ca06aa23-f7d6-410a-938a-9e591c91bc82,1.2,3,0.3236,constructive
f81e6600-e99e-46ce-821b-a54c8eff1d8b,2.2,3,0.391,constructive
982ef62b-03ab-4e4d-b021-63383ee371d4,2.4,3,0.7036,constructive
3773582b-5679-4698-a4a1-619b22ba0e14,2.6,3,0.8388,constructive
81be21a5-9448-473c-bf7a-0b05a275a6be,2.8,3,0.6516,constructive
e7df9492-13db-4b41-be16-1d47943c10df,3.2,3,0.3404,destructive
0096704f-59d9-4bdf-9de2-e0a756eb53c0,3.4,3,0.6644,destructive
30d33811-67e5-46ad-bb60-fc6237f8ff2c,3.6,3,0.6766,destructive
d9291f2f-2d19-4959-88a7-e39a10902044,3.8,3,0.4891,destructive
af223e3a-2888-4298-a86f-b3b08837888b,4,3,0.3384,destructive
9f7e73f4-efa4-4d91-9ae0-fd8a92597747,4.2,3,0.3804,destructive
b35c0f0d-ff49-4a58-bc91-3d5af37f2e1f,4.4,3,0.5518,destructive
329a5e39-2ebb-4930-aee6-d8cb7a9aa8c5,4.6,3,0.6218,destructive
30541c77-e2ea-42a7-a5c2-c073a9405265,4.8,3,0.4029,destructive
db6aff2c-75b0-48ed-be76-a10783381e16,5.2,3,0.4852,constructive
4a9a07cd-a32d-43ff-bdce-22cdebb0d3c8,5.4,3,0.5906,constructive
1f9afbe1-e3b0-4da2-83ca-d1e01dd3d8d4,5.6,3,0.3159,constructive
2fec4dc9-13c9-4e43-b99f-f2fb6b26ef3e,6,3,0.3744,destructive
ab43c906-3aeb-4f88-869d-b8601ecf98de,6.2,3,0.3337,destructive
f314a88d-b651-474e-b652-e72632ff6757,7,3,0.3442,destructive
c89d9780-768b-42c6-ac0c-fbfe63546cb1,7.2,3,0.332,destructive
6676b56b-7043-49ff-9d5c-8ea86ed6e017,8.2,3,0.7428,destructive
5e8405f3-af55-4c73-b3e4-a2a468220f11,8.4,3,0.928,destructive
64604597-442a-4317-bdac-b0c99fc1ab54,8.6,3,0.5758,destructive
894c1a44-5d93-4213-bda8-10b306015bec,9,3,0.5926,constructive
dbfa9d3e-433a-4e93-8a41-2547d6be939d,9.2,3,0.6626,constructive
8c142f39-a5ff-400f-954b-2c719f16c655,9.4,3,0.395,constructive
bdb9f179-6db6-4947-954c-90a309f1ced5,-9.4,3.2,0.3888,constructive
7d518e4d-9ed5-4d37-b9e9-8119afd0900e,-9.2,3.2,0.5311,constructive
eb7015ad-2bf6-47e6-ae92-bac82ef0c254,-9,3.2,0.4679,constructive
5ee55598-2629-4da0-954e-2775d6698168,-8.6,3.2,0.4234,destructive
a36ed59c-713c-4b53-bc06-ea0c880b1175,-8.4,3.2,0.6859,destructive
c79f3105-3582-4b01-9f4e-29de6fcdb702,-8.2,3.2,0.493,destructive
4c2d200b-922e-407c-b07c-8eca3419dc81,-7.8,3.2,0.3156,constructive
a94ad237-2f51-4ae9-b293-fff9c68a0a6c,-7.2,3.2,0.6763,destructive
28d39bef-1516-47e4-8fca-fa27bd36efb8,-7,3.2,0.7642,destructive
1ce09a54-f744-4c48-b3dc-d0005913774a,-6.8,3.2,0.5067,destructive
24898c59-2727-4994-89dc-8cb13d374f32,-5.4,3.2,0.3125,constructive
fb5f50f0-8567-4f6b-abb7-21abb7d329cf,-4.8,3.2,0.7243,destructive
4bd8fe70-6674-4876-8240-c88afbeb56ac,-4.6,3.2,0.948,destructive
053d9a1f-07a1-4f50-8278-76a60dd4e35d,-4.4,3.2,0.8116,destructive
d7ba9052-f765-4117-b4ab-ba57b0c0b8c8,-4.2,3.2,0.4701,destructive
